trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,key_resp.corr,participant,session,date,expName,psychopyVersion,frameRate
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,83,82,down,0.005,db,0.047040292,0.0006331,221.29902,221.29902,221.5989278,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,84,83,down,0.005,db,0.047013221,0.0006545,223.6816083,223.6816083,223.9812902,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,85,84,down,0.005,db,0.047013221,0.0006423,225.9806893,225.9806893,226.2805501,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,86,85,down,0.005,db,0.047013221,0.0006628,228.3132281,228.3132281,228.6129021,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,87,86,down,0.005,db,0.046986166,0.0005617,230.6790063,230.6790063,230.9794783,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,88,87,down,0.005,db,0.046986166,0.0006296,233.011829,233.011829,233.3113671,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,89,88,down,0.005,db,0.046986166,0.0006531,235.3609215,235.3609215,235.6606412,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,90,89,down,0.005,db,0.046959126,0.0006671,237.7101826,237.7101826,238.0098088,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,91,90,down,0.005,db,0.046959126,0.0006624,240.026003,240.026003,240.3257341,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,92,91,down,0.005,db,0.046959126,0.0006016,242.3584784,242.3584784,242.6581882,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,93,92,down,0.005,db,0.046932102,0.0006353,244.7245087,244.7245087,245.0240018,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,94,93,down,0.005,db,0.046932102,0.0006298,247.0734841,247.0734841,247.3732503,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,95,94,down,0.005,db,0.046932102,0.0006394,249.4226617,249.4226617,249.7225027,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,96,95,down,0.005,db,0.046905093,0.0006483,251.7887639,251.7887639,252.0884503,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,97,96,down,0.005,db,0.046905093,0.0006417,254.1545464,254.1545464,254.4544319,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,98,97,down,0.005,db,0.046905093,0.0006238,256.5205012,256.5205012,256.8200828,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,99,98,down,0.005,db,0.0468781,0.000645,258.8530551,258.8530551,259.1525643,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,100,99,down,0.005,db,0.0468781,0.0006289,261.2188393,261.2188393,261.518613,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,101,100,down,0.005,db,0.0468781,0.0006246,263.5679547,263.5679547,263.8676802,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,102,101,down,0.005,db,0.046851123,0.0006167,265.8839835,265.8839835,266.183635,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,103,102,down,0.005,db,0.046851123,0.0006499,268.2162738,268.2162738,268.5161935,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,104,103,down,0.005,db,0.046851123,0.0005889,270.5989908,270.5989908,270.8986025,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,105,104,down,0.005,db,0.046824161,0.0006848,272.9317167,272.9317167,273.2311924,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,106,105,down,0.005,db,0.046824161,0.0005449,275.2307311,275.2307311,275.530376,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,107,106,down,0.005,db,0.046824161,0.0006761,277.6964508,277.6964508,277.9962438,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,108,107,down,0.005,db,0.046797215,0.0006441,280.0623949,280.0623949,280.3623572,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,109,108,down,0.005,db,0.046797215,0.0006469,282.4114875,282.4114875,282.7113472,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,110,109,down,0.005,db,0.046797215,0.0006774,284.7609414,284.7609414,285.060426,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,111,110,down,0.005,db,0.046770284,0.0006356,287.1432641,287.1432641,287.443088,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,112,111,down,0.005,db,0.046770284,0.0006221,289.4592695,289.4592695,289.7588766,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,113,112,down,0.005,db,0.046770284,0.0006389,291.8083278,291.8083278,292.1081245,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,114,113,down,0.005,db,0.046743368,0.0006329,294.1742857,294.1742857,294.4739411,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,115,114,down,0.005,db,0.046743368,0.000637,296.5067882,296.5067882,296.806346,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,116,115,down,0.005,db,0.046743368,0.0006569,298.8225931,298.8225931,,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,117,116,down,0.005,db,0.046716468,0.0006119,301.105113,301.105113,301.4050587,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,118,117,down,0.005,db,0.046716468,0.0005829,303.4711544,303.4711544,303.7707681,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,119,118,down,0.005,db,0.046716468,0.0006267,305.8036231,305.8036231,306.1032094,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,120,119,down,0.005,db,0.046689584,0.0006468,308.1195105,308.1195105,308.4191236,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,121,120,down,0.005,db,0.046689584,0.0006382,310.4521433,310.4521433,310.7520729,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,122,121,down,0.005,db,0.046689584,0.0006376,312.8012101,312.8012101,313.1009009,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,123,122,down,0.005,db,0.046662715,0.0006307,315.200453,315.200453,315.4999464,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,124,123,down,0.005,db,0.046662715,0.0006283,317.5996359,317.5996359,317.8992266,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,125,124,down,0.005,db,0.046662715,0.0006398,319.9487117,319.9487117,320.2484616,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,126,125,down,0.005,db,0.046635862,0.0006501,322.4480907,322.4480907,322.7476241,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,127,126,down,0.005,db,0.046635862,0.0006496,324.781156,324.781156,325.0802988,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,128,127,down,0.005,db,0.046635862,0.0006296,327.0963622,327.0963622,327.3960507,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,129,128,down,0.005,db,0.046609024,0.0006651,329.4289421,329.4289421,329.728811,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,130,129,down,0.005,db,0.046609024,0.0006336,331.8280321,331.8280321,332.1279869,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,131,130,down,0.005,db,0.046609024,0.0006492,334.1940125,334.1940125,334.4936996,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,132,131,down,0.005,db,0.046582201,0.0006341,336.5266806,336.5266806,336.8262841,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,133,132,down,0.005,db,0.046582201,0.000654,338.8923869,338.8923869,339.1920956,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,134,133,down,0.005,db,0.046582201,0.0006599,341.2416028,341.2416028,341.5412355,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,135,134,down,0.005,db,0.046555394,0.0006244,343.6074325,343.6074325,,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,136,135,down,0.005,db,0.046555394,0.0006645,345.8733103,345.8733103,,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,137,136,down,0.005,db,0.046555394,0.0006477,348.0561589,348.0561589,348.3557115,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,138,137,down,0.005,db,0.046528602,0.0006511,350.4051885,350.4051885,,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,139,138,down,0.005,db,0.046528602,0.0006604,352.671158,352.671158,352.970713,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,140,139,down,0.005,db,0.046528602,0.0006362,355.036839,355.036839,355.3365708,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,141,140,down,0.005,db,0.046501826,0.0006397,357.4694047,357.4694047,,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,142,141,down,0.005,db,0.046501826,0.0006616,359.735374,359.735374,360.0350373,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,143,142,down,0.005,db,0.046501826,0.0006625,362.134447,362.134447,362.4343089,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,144,143,down,0.005,db,0.046475065,0.0005907,364.4671552,364.4671552,364.7667511,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,145,144,down,0.005,db,0.046475065,0.0006294,366.7662334,366.7662334,367.0660834,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,146,145,down,0.005,db,0.046475065,0.0006474,369.0654302,369.0654302,369.3651745,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,147,146,down,0.005,db,0.046448319,0.0006311,371.3813161,371.3813161,371.6811715,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,148,147,down,0.005,db,0.046448319,0.0006813,373.8137852,373.8137852,374.113609,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,149,148,down,0.005,db,0.046448319,0.0007802,376.1630199,376.1630199,376.4628348,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,150,149,down,0.005,db,0.046421589,0.0006765,378.4789776,378.4789776,378.7786173,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,151,150,down,0.005,db,0.046421589,0.0006207,380.844886,380.844886,381.1445255,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,152,151,down,0.005,db,0.046421589,0.0006452,383.1773426,383.1773426,383.4769869,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,153,152,down,0.005,db,0.046394875,0.0006166,385.5098381,385.5098381,385.809878,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,154,153,down,0.005,db,0.046394875,0.0006447,387.925927,387.925927,388.2256325,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,155,154,down,0.005,db,0.046394875,0.0006462,390.2917255,390.2917255,390.5915099,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,156,155,down,0.005,db,0.046368175,0.0006474,392.6407136,392.6407136,392.9405379,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,157,156,down,0.005,db,0.046368175,0.0006278,394.9570281,394.9570281,395.2565673,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,158,157,down,0.005,db,0.046368175,0.000644,397.3224918,397.3224918,397.6222312,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,159,158,down,0.005,db,0.046341491,0.0006415,399.7384914,399.7384914,,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,160,159,down,0.005,db,0.046341491,0.0006254,402.0210037,402.0210037,402.3206427,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,161,160,down,0.005,db,0.046341491,0.000361,404.3701836,404.3701836,,0,0,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,162,161,up,0.005,db,0.046368175,0.0006757,406.4361149,406.4361149,406.7358249,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,163,162,up,0.005,db,0.046368175,0.0006397,408.7520506,408.7520506,,0,0,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,164,163,up,0.005,db,0.046394875,0.000612,411.0179368,411.0179368,411.3176287,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,165,164,up,0.005,db,0.046394875,0.0006371,413.4337174,413.4337174,413.7333916,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,166,165,up,0.005,db,0.046394875,0.0004004,415.8494528,415.8494528,416.1493992,1,1,460663,1,2022-09-08_17h39.33.440,experiment-1,2022.2.4,60.0024721
